zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
32005,1132.1718112289975,2065.0724831424013,-314.57837,139.9112,11.90393,30.14179,-7.5424266,14.91705,-2.701583,6.727816,-6.366219,2.8079295,-11.728743,2.0779724,-11.439269,-9.500207,-15.178787,-9.341352,-5.6779017,1.5691389,0.89253676,-7.9576783,blues
29849,1171.9674317528443,2344.9874700913574,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631137,-7.021587,13.646477,8.91421,1.3037987,5.954979,8.547473,1.1196223,0.59824127,0.06084247,-3.7137508,-0.9935343,-1.8043832,blues
29109,1352.7427099786896,2880.9110920279873,-287.9319,124.010765,5.4674478,33.66307,1.0916542,14.703699,-4.8811417,8.668892,0.7843316,6.57608,-4.875815,-3.1767612,-5.538258,-6.779148,-2.6465135,-2.990321,-3.3829944,-1.8589838,1.8391855,-4.891355,blues
65444,2148.12910424686,4672.105545787413,-106.39663,102.66919,-20.160872,59.366917,-9.9604225,33.702366,-14.187068,23.52456,-13.328021,16.00551,-18.926493,7.824947,-7.7978344,4.040652,-11.352144,2.0696383,-5.736971,0.46918014,-1.9118727,-3.1344142,blues
39357,1311.9502873255815,2636.376839834687,-180.20891,131.43243,0.60078657,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164746,2.714974,0.7783585,1.9962183,-6.094793,3.4817271,-8.328654,3.2164888,-0.92289615,-2.2503347,blues
90453,2645.724694727559,5612.422056264501,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,6.9374247,-9.13117,13.01696,-9.856919,3.691295,-4.942614,4.4164157,blues
94245,2235.5723886035353,4389.459355967228,-86.268684,91.95878,-23.41585,68.26197,-3.8848531,22.747063,-9.897946,16.88897,-11.390698,18.429132,-7.012551,10.759532,-11.943846,0.9917909,-5.9280124,5.316061,-6.1359906,1.9500208,-5.091172,-0.6716707,blues
34257,1109.3207632048684,2243.3167778422276,-249.31532,131.00032,0.67786956,66.70416,17.911272,4.623277,6.6038094,1.2421157,1.4099408,-1.5849276,-0.9725388,-3.5726156,-2.9297993,4.5961614,7.480731,-0.19306435,-2.8259153,-2.6829553,0.74113846,-0.5292367,blues
27823,1430.6028401168035,3246.1678418648494,-238.96988,108.68233,34.158813,30.20716,-0.49822143,27.279755,-21.37793,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,-7.6354303,-12.788069,-15.356443,-13.739163,-7.4004874,-10.083454,-13.290667,blues
33708,1239.633448229211,2519.268189892691,-206.24908,126.61618,10.596903,43.210163,12.49674,19.42537,0.35838875,12.735203,-4.57919,4.0611596,-4.404285,3.6691213,-1.455245,-1.6959771,-7.153681,1.184595,-6.2277255,0.5984517,-1.6083214,-0.5399206,blues
82923,2371.309053037537,5005.187393507105,-121.47392,96.09719,-19.590857,48.038452,-38.78463,24.768978,-32.94141,8.102541,-17.818922,6.1178603,-19.995438,6.800339,-19.33321,-0.10917259,-12.253941,-4.9236603,-10.414173,-2.0453281,-1.7603425,-3.9544346,blues
30295,1537.0761622072548,3602.40662612384,-217.18364,105.78522,15.602848,25.24884,-1.4500506,30.19327,-17.716621,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785,-5.155776,-3.4822614,-6.1949677,-15.323164,-6.8316145,-9.825101,-13.942627,blues
34438,1198.857018114551,2478.8330644576567,-284.64056,108.80131,9.085323,51.198055,18.071894,7.6021533,8.755716,2.3540905,0.0033667993,2.248496,4.1991243,-3.283063,1.6176822,2.679472,3.3437948,3.2793777,-4.5331826,0.48806825,5.9214964,3.2215705,blues
28463,1330.6062681196104,2898.630603338892,-221.87302,110.8554,18.636082,30.922962,3.296436,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.39555,-13.047178,-12.667626,-1.8228296,-7.255052,-6.657476,-14.686026,-11.712328,-11.020865,-13.38948,blues
26087,1379.023680302829,3015.6143507105567,-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867395,-21.973022,17.844067,-25.595348,2.1395233,-17.782476,-8.011028,-17.610441,-8.119411,-8.629657,-15.530965,-15.322778,-9.662424,-10.0919695,-17.832165,blues
21414,918.6809998407424,1602.5332846940255,-332.2246,128.08928,28.80515,41.830193,31.214472,23.334787,5.7841125,9.001364,-3.881717,3.731323,-0.8742291,-0.43919,1.4851282,-1.5689236,-0.8338708,2.1711135,-3.8898394,-4.1953926,-5.925874,-3.4450047,blues
44526,1443.7501131951292,3070.6131158461426,-225.26271,117.62647,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886924,-2.3937402,11.683764,1.541284,3.0635996,-7.6256156,-8.957072,-4.3462014,-0.06465931,-2.5570843,-3.443867,-3.8725183,1.3121448,blues
67763,2390.421813195251,5403.593285509716,-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267,3.78424,-16.988953,11.621647,-7.3614445,-3.6652527,-7.1768236,1.9731815,blues
111011,2503.937744726624,5077.364425482164,-82.52998,94.16451,-27.112602,75.65927,-27.521812,35.577274,-20.303492,25.112026,-15.370209,11.353972,-13.391486,8.14732,-8.500546,8.289691,-10.354396,-3.4710376,-5.2286587,-2.586173,-8.361181,-6.9845743,blues
62327,1832.0115969793162,3481.4676306917054,-177.80176,118.20316,-17.57063,30.760927,-21.742554,11.919263,-20.734299,3.1852882,-8.580818,-0.9328851,-11.772245,-2.408764,-9.348447,-9.942636,-3.9021835,-5.574562,-1.8393145,-2.7893167,-3.047805,-8.109732,blues
24464,1247.5800476882746,2621.496780289298,-200.18538,116.348595,17.990736,25.287697,0.28717083,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,-8.125703,-11.95662,-12.614474,-14.187262,-8.2080765,-15.015217,-10.310198,blues
67226,1835.1285128875488,3579.9574708164155,-160.35417,126.209496,-35.581394,22.139256,-32.47355,10.850701,-23.35007,0.49324885,-11.796539,1.2035191,-13.084959,-2.8104997,-6.9344707,-7.5538754,-9.167669,-4.515863,-5.451786,-0.91595227,-4.408018,-11.704385,blues
40731,1451.859413528892,2955.3197165929523,-179.3723,136.44833,-26.662588,39.96545,5.310894,10.919135,-20.559534,8.503361,-11.349764,-3.4705548,-8.415842,-6.957211,-3.5460427,-8.051759,-8.964917,-8.427482,-10.5642805,-10.785658,-4.6954694,-8.631641,blues
32354,1245.6864186272169,2518.152393597738,-212.79181,139.06325,9.446759,35.453796,12.697431,20.420673,-5.5826244,10.889944,-8.73331,8.059619,0.16372377,2.6487746,-1.0296488,-1.4043939,-4.7083917,1.1376657,-9.471993,-2.188778,-4.0989065,-3.338622,blues
34770,1210.1413909563544,2521.9827390878772,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891488,-1.8709353,-7.618035,-2.4516425,-2.8980217,-9.433825,-10.939208,3.563646,4.152738,0.094712056,-2.9802275,-1.3866447,7.5348935,-3.0437849,blues
97306,2553.361072844356,5148.284104915893,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660772,-14.823983,11.181689,-14.806866,8.475102,-19.587511,6.415234,-13.781307,6.1189365,-13.149333,3.9346714,-7.615674,3.753453,blues
64829,2301.576917251487,5187.511838837732,-159.5804,69.80602,-4.402107,76.845116,3.914898,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847604,3.3108444,-14.973028,10.230251,-4.087701,-5.848176,-2.474032,6.654292,blues
21245,1006.8718292163001,2075.0064009026974,-194.2843,151.84703,-1.1988217,39.188107,16.589046,18.247795,-1.3970139,14.86903,-11.620167,2.4414866,-5.0819397,3.9376056,-0.89880383,0.63656205,-8.35749,-7.5180163,-8.050082,-5.4131174,-2.5337296,0.12855883,blues
73923,2207.139189553156,4658.224706804669,-28.989244,104.531006,-30.983427,38.162052,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656,6.8798337,-10.299989,6.9615793,-10.2633505,0.7075954,-6.0080733,1.353122,blues
65186,2159.398277010207,4684.512534440255,-133.04897,105.73891,-22.158222,41.830692,-26.992502,19.118572,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,4.3977103,-6.0319624,1.963064,-12.314546,3.256975,-8.806516,-3.3691108,blues
80126,2515.4635686466004,5770.831822795823,-56.005306,87.851326,-1.6130452,41.199356,-5.618329,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.712048,11.851395,-3.9741166,7.1018496,-4.469164,5.1157055,-6.6473694,5.869248,-3.7021832,-1.9599466,blues
42214,1420.4385715704166,2930.239280470563,-238.51962,120.10219,-4.221948,42.294594,5.923822,13.911398,5.350524,1.8952672,-16.928087,12.343145,3.9388995,-1.3966829,0.0130277015,3.585257,-4.500639,-5.539846,-6.8845096,-4.824554,1.7439975,-1.8783106,blues
70639,1977.0957176055506,3943.357335774362,-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256332,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,3.7969823,-7.9076304,8.472277,-4.0752034,3.2032905,-5.1877713,-1.2790166,blues
82054,2333.5524818473978,4942.777742531903,-2.5430124,101.26547,-33.930923,41.52805,-13.817938,31.923832,-21.87654,24.470266,-15.874413,15.808346,-14.370206,12.514339,-13.378109,6.120082,-9.062332,5.0446053,-11.335096,3.172887,-4.5773315,-4.0349936,blues
49913,2013.0124614921492,4848.792721777118,-149.96422,93.663895,6.347334,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059248,-22.204636,5.426575,-7.464398,-4.32986,-12.407085,9.623547,-5.024197,-3.7060933,2.3371365,4.1607966,blues
22078,1070.153417999185,2184.8790286035382,-199.57513,150.0861,5.663404,26.855282,1.7700715,14.232647,-4.827845,9.286853,-0.75612015,8.134435,-3.200026,6.078081,-2.478445,-1.0815871,-2.8744543,0.77399397,-3.3240688,0.6363107,-0.6159676,-3.405046,blues
38758,1913.0130744881128,4777.714832420968,-182.60481,90.67421,14.12465,67.552986,2.6751468,38.430412,-8.419176,24.123713,-13.794528,4.840575,-16.67912,5.8271165,-5.146392,0.1929259,-14.491466,6.862848,-4.4426827,-2.9876113,-4.8196287,5.403775,blues
23894,991.4865888836945,1943.7254726471867,-236.30539,161.68063,-1.1661637,27.27869,9.586513,20.620241,0.2274404,13.798597,-0.5090394,10.1752,-4.4575562,5.5087075,-3.7265837,-0.8961917,-4.9078717,-2.8703983,-3.756362,-3.347305,-2.4162548,-3.7818198,blues
66632,2094.7777929332897,4482.603366081787,-30.126768,103.738075,-19.742796,56.41043,-12.707871,20.187706,-17.338875,16.300972,-18.437998,8.925146,-11.655669,11.209243,-8.847433,9.09779,-3.572931,4.3794627,-2.8248994,4.7203135,0.48877987,1.4746345,blues
17003,798.6570145054351,1456.1058380764212,-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330267,5.4127927,1.6503891,-2.3577814,3.2000823,0.69877166,-3.099908,-2.1074765,-2.210109,-4.5803323,-4.7331815,0.06721342,blues
50564,1552.8324813719914,3042.4101154654873,-90.757164,140.44087,-29.084547,31.686693,-13.976547,25.753752,-13.66499,11.634442,-11.778322,9.714755,-13.125314,5.7912464,-8.901968,-1.0801601,-9.226244,2.4483044,-7.7248397,-1.819024,-3.4404576,-2.2381275,blues
56863,1945.2525226826747,4174.460398238109,-83.02948,107.10441,-25.338032,57.1057,0.07983587,34.69768,-11.060306,20.544292,-11.203026,14.825527,-10.235623,12.548191,-9.764642,2.562844,-6.2880325,3.0061865,-8.714562,-0.33176586,-2.9872,0.7050283,blues
55032,1784.1226409867395,3805.7230301080335,-113.59882,121.57067,-19.162262,42.363937,-6.362266,18.621931,-13.699734,15.339802,-12.274304,10.970945,-8.326061,8.802088,-3.6699412,5.744675,-5.162783,0.7517066,-1.687854,-0.4087299,-2.302677,1.2224671,blues
38800,1155.8692569677273,2169.63258818518,-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101892,-13.483555,16.860369,5.134752,-2.2307274,3.9538214,5.313212,0.807943,-1.1003901,-4.5396314,-2.4259493,3.324436,-0.6058455,blues
37140,1530.2617668815155,3550.7136156830047,-207.52383,123.98514,8.94702,35.86715,2.9095943,21.519472,-8.556513,23.370676,-10.103608,11.899242,-5.558824,5.3778763,-2.234492,4.220704,-6.010687,0.9292941,-0.7284028,0.29687238,-0.28243038,0.5306445,blues
102353,2839.8868647531226,5711.47812137471,-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.606962,-27.37162,15.001658,-10.260744,12.431697,-17.031105,7.1205482,-18.018093,2.9243608,-14.481514,4.073019,-14.528055,7.258472,-8.21289,-1.9991802,blues
74951,2031.9933846543545,4023.536459088602,-98.7711,104.79962,-35.097168,60.695198,-2.8405914,22.22947,-7.831078,19.035414,-11.572288,17.017876,-5.3780265,12.197646,-9.955082,0.3553743,-4.2638063,6.1363654,-4.823618,1.4952294,-1.4962363,3.505474,blues
40657,1455.0726343994804,3010.010388721723,-233.77281,120.66434,-3.1640928,39.514828,3.8315244,18.828156,-3.678738,4.4254684,-14.964929,17.571478,1.8461249,2.5500886,-1.2302392,8.437056,-0.20024769,-3.8908288,-4.4561353,0.01100069,1.2948039,-2.0984616,blues
33716,1441.6808066244814,3082.603762597883,-155.5764,125.66273,1.5785832,45.839695,0.9277812,25.383114,-10.812056,15.5590105,-11.919289,1.2735378,-6.6728826,-0.78441757,-7.74382,0.41913205,-7.0246973,4.0101056,-6.263391,0.9611182,2.0125465,-5.7310157,blues
39029,1195.4981307417586,2235.6144526718385,-236.67947,138.4056,-4.930479,47.6545,5.1578503,8.887806,0.48740575,-3.788342,-14.984867,10.428946,-0.34138408,0.78335893,1.7809838,4.2295594,-0.4747692,-6.104543,-5.394643,-1.3449991,-3.725463,-4.37371,blues
61300,2279.0311186737995,5198.686455463312,-109.53125,86.9288,-8.606025,64.480484,-6.3028746,43.64593,-8.295384,28.543196,-14.0814905,8.137966,-21.484118,11.087111,-5.0953026,3.980109,-12.861199,12.336351,0.01729614,-0.7424929,-5.1344833,3.2994602,blues
80723,2340.7341612100577,4972.721052059164,-116.60201,97.43107,-13.891732,48.967636,-22.596458,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,9.734925,-5.106766,2.636182,-9.879659,6.151771,-7.694128,-4.8331757,blues
45789,1360.685601396562,2738.8302548578886,-207.2383,132.82741,-15.45408,60.980972,0.71902645,12.4613285,1.163385,-1.5329199,-17.89585,8.360363,-2.4596508,-0.5846392,0.37226447,2.5984128,-5.186428,-9.530309,-9.2374735,-2.8471038,-1.4193834,-5.9333534,blues
26479,1318.6118509677026,3046.5652076384863,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435256,-8.718685,1.6503065,-20.581207,-2.4358413,-7.146028,-11.169808,-12.609449,2.7359972,-8.942252,-7.9447265,-2.3537965,-0.71453446,blues
96948,2816.36277395135,5613.737696671984,-118.35662,74.87531,-19.866087,46.944565,-32.559826,23.820112,-26.355211,17.678152,-13.824853,11.931674,-17.888666,7.5392737,-22.89513,4.7638674,-12.789289,5.6152854,-14.7285595,6.676352,-9.173862,-2.2358475,blues
31848,1739.1187836453275,4551.058301460992,-163.24342,89.783844,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.906491,-0.43132114,-17.537825,4.16445,-5.9858317,-7.8653197,-8.567486,1.8536397,blues
49540,1538.5123663009883,3174.357190762761,-177.2555,136.2347,-26.89329,36.36897,-18.752977,20.8976,-1.7674743,3.0104692,-5.596907,5.6413455,-8.101526,5.6564813,-10.778818,-2.4206405,-6.940101,-2.517477,-5.210104,-3.413552,-3.261252,-2.695705,blues
30103,1507.1579852132668,3405.5518484447507,-171.79478,120.28173,15.331755,21.094313,-5.3954434,24.185545,-24.130846,18.545135,-22.342924,1.3107386,-20.765268,-4.991692,-17.108126,-7.874078,-15.293675,-9.3495865,-8.917147,-8.521505,-14.332618,-19.928354,blues
85119,2310.352907875942,4829.0914230169665,-90.67999,100.10963,-23.938423,52.602547,-20.937443,31.501324,-11.228661,20.089375,-10.90247,17.561745,-14.096043,12.994767,-11.434561,2.9265366,-12.022622,4.8139405,-11.161119,1.1606071,-3.9241164,3.2413106,blues
71883,2224.0145847370186,4700.258585139936,-86.491806,92.72617,-15.342206,54.05328,0.87469506,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053954,12.179845,-6.0996003,7.03196,-5.8055077,7.4373384,-6.083114,3.3929815,-4.2883315,1.235791,blues
48430,1459.4696906334664,2795.910729498985,-190.06882,130.27023,-36.362114,33.036213,11.093892,-0.5918819,-20.890266,0.27844235,-6.496385,-5.5127354,-7.847404,-3.124301,-6.6028214,-9.95,-6.5426893,-10.0722275,-10.918623,-6.9652433,-3.4394312,-6.484499,blues
78167,2315.0211651605982,5036.6212070403135,-19.882248,98.88733,-24.475313,49.579945,-16.198494,30.193226,-18.027515,27.552814,-11.407699,14.870685,-8.914958,11.668755,-10.893211,9.306094,-5.837179,9.250598,-4.0489554,3.2507443,-3.4668038,2.3781438,blues
64562,1946.448570808695,3955.7143633990718,-67.761024,111.7113,-34.646255,61.319546,0.044202246,30.561481,-12.693844,21.164927,-13.122509,16.284252,-6.337016,12.300311,-12.475309,1.677715,-5.1477866,4.6483436,-6.9102273,1.054118,-4.730588,-0.6605824,blues
89235,2429.004094153088,5065.090666237674,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.86451,14.617379,-14.972617,10.598986,-18.020245,6.659176,-10.210894,6.535371,-10.852217,3.325134,-6.184798,3.009296,blues
41721,1410.0234233871572,2765.967419971723,-173.81046,137.17354,-23.723028,26.979671,-16.675209,4.194728,-12.571786,5.851667,-2.876949,-1.178382,-1.9682394,1.8011789,-3.00695,-1.8669496,-0.79124343,-3.0062356,-0.43072963,-1.9965142,-0.75010425,-5.0069656,blues
31835,1115.5894795563152,2290.6881593496228,-248.98882,139.05774,-16.27087,57.13715,20.188507,10.186957,4.5429106,0.33107165,-7.8745785,-3.4545717,-2.6574361,-2.8329577,-0.90465844,-2.4093251,2.569936,-5.8520565,-12.404833,-7.3133807,-0.93787175,-2.6867251,blues
74677,2258.1151496918774,4754.616183747825,-95.46357,101.38746,-20.677706,48.668915,-30.24826,20.8077,-18.291418,14.138235,-12.799488,13.443615,-14.068501,7.7323484,-19.215454,2.8566122,-9.819334,6.9123645,-11.297556,8.940816,-2.9511447,-0.97176033,blues
29407,1514.1569584732374,3451.7991068191704,-192.69032,111.157486,21.351843,26.396652,-0.64950126,23.487047,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,-7.9180593,-15.15891,-12.352484,-17.237362,-7.785286,-13.0390215,-17.936373,blues
88052,2171.3957423705265,4237.303044790458,-76.74659,105.751114,-43.19778,60.959892,-8.785326,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733197,-9.375089,1.3552765,-3.620528,7.000211,-4.065216,-0.27187523,-3.706461,-0.49440083,blues
82626,2442.9412574440207,5267.915786778567,-3.5798953,92.929634,-25.082928,45.179504,-10.856173,31.863396,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,9.546685,-14.794422,2.0718615,-13.811246,3.5728886,-5.967709,-1.6463121,blues
84361,2116.897367131139,4195.785430412558,-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832184,-18.939484,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,7.561914,-6.1833763,0.3404778,-6.831254,0.9746763,-7.566382,2.924147,blues
31932,1188.4732077014146,2339.8331573557134,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.44259915,-12.386709,-8.909131,-9.215009,-9.087684,-8.995918,-7.6505113,-7.210644,-9.389374,-4.4802656,-3.6713595,blues
85597,2594.754688324256,5659.768457257831,-118.70432,87.64562,6.5529914,45.10232,-38.911594,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,3.0563989,-15.962014,10.867272,-12.656353,2.818681,-13.342627,-4.3675046,blues
62332,1827.2572925351535,3743.613145301624,-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081291,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,1.7925242,-5.8779697,0.38042605,-9.064894,-2.0241988,-5.4177175,0.032431867,blues
50057,1811.548597685105,3927.985992785673,-145.29242,102.850784,-12.567546,56.993618,2.2211058,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706607,-10.477944,-2.345747,-6.792833,2.6742008,-4.788209,-0.94487625,0.021900102,-2.0035136,blues
37202,1537.4913867559837,3495.331815998405,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111784,5.6817455,-16.636873,12.16935,-1.9619529,1.9602653,-0.89822775,7.7623606,2.3758621,1.7791142,1.3305405,3.6150508,4.9065995,-2.6610513,blues
42435,1719.4633657482495,3782.441190998405,-121.38979,122.49833,-14.734729,46.12214,-8.179258,20.172466,-19.171894,23.036839,-11.832729,21.154655,-6.7227974,6.989506,-12.730551,5.0585384,-5.1858063,-1.4536041,-7.042629,2.694213,3.4095309,-2.7137442,blues
32027,1089.0053437267554,2135.41761075261,-245.68721,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,5.8965745,-3.0172145,-4.7756925,-3.0362883,-1.9979147,-0.04957177,-3.9618294,blues
64747,2272.4696395362157,5108.157072487674,-110.285034,90.71587,-2.5352983,74.0649,-11.7630825,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,4.240609,-16.484732,6.549281,-5.6958103,-3.63849,-4.8583665,1.8528223,blues
26106,1309.7746511778666,2765.2346582257833,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.963671,1.5746145,-15.640524,-6.632071,-11.693039,-2.926763,-7.375716,-15.69388,-10.976883,-10.892728,-18.505384,-19.104548,blues
34865,1390.3828144597212,3006.1467358794953,-230.36378,127.07773,7.114696,39.767056,1.9217217,17.410606,-5.626918,8.2406645,-18.116043,13.844725,-3.7571108,2.579849,-4.3167143,6.797995,-6.167014,-6.2006335,-4.5018964,-1.8255956,-0.51591,1.5071843,blues
48022,1392.0263573819868,2811.740048578886,-228.20984,130.32317,-23.311424,70.20095,1.1310548,7.584427,0.9005107,1.9828157,-6.1644154,-9.382748,-2.5637798,-4.5257525,-0.26046434,0.17552163,-1.5229121,1.4664073,-6.979135,-8.328394,4.2368064,0.98863935,blues
37878,1388.632893786857,2754.9426864305397,-130.57875,139.96141,-1.2822767,39.30623,-6.344084,19.768291,-11.21256,27.240303,-16.548758,7.028904,-1.1964594,1.6060346,-6.6385465,4.95183,-1.6334735,0.9522272,-4.84866,-5.9729075,-2.7949822,-6.4880824,blues
31325,1120.1665690448092,2324.212009226363,-274.37683,130.40738,-6.357468,70.38822,13.269664,9.47218,7.7330894,-1.2365491,-0.5709878,-2.297163,3.7794154,0.08548226,-0.936857,2.2968419,4.2896338,-1.6617899,-10.439051,-6.7934256,-1.0635625,-1.5890816,blues
68535,2030.61703868765,4063.222169101653,-57.94168,109.0066,-36.21867,64.044914,1.420157,26.318415,-17.484892,20.42565,-9.550732,18.168364,-6.064984,13.87447,-11.29574,4.6680374,-6.4108768,3.2184381,-8.080516,-1.7162848,-5.4286165,-2.57979,blues
69669,2141.540773872953,4628.506221904002,-29.367115,108.66699,-25.570353,38.460896,-18.340786,21.792147,-25.148397,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.693527,7.3994966,-11.3165245,7.225638,-9.477632,1.937944,-6.332123,-1.3043141,blues
29564,1236.310511932634,2603.544117513776,-148.64699,145.77013,-9.366608,48.437965,10.546017,18.008686,-2.6387384,16.953346,-11.500734,8.725779,-8.186317,3.2097275,-0.68163395,-0.73274666,-6.821222,-3.9349344,-15.736574,-5.607584,-5.7882395,-0.03701006,blues
